"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"平衡",0,0,0.000120012726568608,0.000130794600012082,9.67706443717194e-05,0.000571408908802785,0.000238045253681811,0,0.000143964311064254,0,9.3837794784478e-05,9.01571473358114e-05,8.15480342889522e-05,0,0,3.11528027709564e-05
"平台",0,0,0.000146915928948263,0.000560401696475268,0.00280364040234032,0,0,0.000865262333451377,0.000440591825136777,0,0,0.00022073527418101,0.000299485868391228,0,0.000663226228730032,0.000343226821052062
"破位看",0,0,0.000530973451327434,0,0,0.000421348314606742,0,0,0,0,0,0,0,0,0,0
"迫使",0,0,0.000500898229833219,6.82373293764211e-05,0.000134630845276518,0,0,0,0.000150216295040217,0,0,0,0,0.000194801417852264,0.000646062093039079,0
"扑朔迷离",0,0,0.00106194690265487,0,0,0,0,0,0,0,0,0,0,0,0.000342426663622874,0
"普涨",0,0,0.000530973451327434,0,0,0.000421348314606742,0,0,0,0,0,0,0,0,0,0
"期货价格",0,0,0.000751347344749829,0.000477661305634947,0,0.00139118855266178,0,0.00114723911222515,0,0,0,0,0,0.000974007089261319,0.00016151552325977,0
"期间",0,0,0.000191351639420426,0.000286746018951137,0.000282871994433649,0.000151845050944579,9.48864983961213e-05,6.26092635351752e-05,0.000459081427908877,0.000267784865272145,0.000748087989707588,0,0.000260044921882238,0,0,2.48354489278096e-05
"期金",0,0,0.000353982300884956,0,0,0.00112359550561798,0,0.00138985406532314,0,0,0,0,0.000481058328322309,0,0,0
"其它",0,0,0.000211087624414583,0.000345077420439522,0,0.000670025324686739,0.00083738464310507,0,0,0,0,0,0.000286865923738399,0.000164185721082378,0,0.000109587896530589
"旗下",0,0,0.000211087624414583,0.000345077420439522,0.000397151208106026,0,0,0.000690667754194114,0.000126607757743354,0,0,0,0,0,0.000272262316617371,0.000164381844795883
"企稳千",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"企业债",0,0,0.000427440265359087,0.000116460312450154,0,0,0,0,0,0,0,0,0.000290443475559693,0,0,0
"迄今",0,0,0.000594007754022173,0,0,0,0.00029455360805909,0,0,0.000277092454609088,0.000232226945075095,0,0,0,0,7.7096016958221e-05
"迄今为止",0,0,0.000427440265359087,0,0,0,0,0.000279712473856711,0,0,0,0.000321105903374398,0,0,0,0
"恰好",0,0,0.000530973451327434,0,0,0,0,0,0.000318471337579618,0,0,0,0,0,0,0
"恰恰",0,0,0.000427440265359087,0,0.000229773797562328,0,0,0,0,0,0,0,0.000290443475559693,0,0,0
"倾向于",0,0,0.000353982300884956,0.000241114915368665,9.51429522858094e-05,0.000280898876404494,0,0,0,0.000330250990752972,0.000138389150290617,0.000132961042414573,0,0.000275330396475771,0,0
"驱使",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"取决于",0,0,0.000751347344749829,0,0,0.000397482443617653,0.000496765841417884,0.000327782603492899,0.000150216295040217,0,0,0,0,0,0,6.50113709123791e-05
"去看",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"确实",0,0,0.000293831857896527,8.00573852107525e-05,7.89757859814174e-05,0,0.000145703878981514,0,8.81183650273554e-05,0.000137066545336474,0,0,9.98286227970761e-05,0,0.000284239812312871,0.000266954194151604
"人民",0,0,0.000297003877011086,0.000566451431537275,0.000319313430400578,0,0.00029455360805909,0,0,0,0,0,0.000403625232739059,0,0,0
"任何一方",0,0,0.000530973451327434,0,0,0,0,0,0,0,0.000415167450871852,0,0,0,0,0
"仍旧",0,0,0.000353982300884956,0.000289337898442398,0,0,0,0,0,0,0.000276778300581234,0,0,0,0,9.18864283745291e-05
"日前",0,0,0.000353982300884956,9.64459661474659e-05,9.51429522858094e-05,0,0,0.000347463516330785,0.000424628450106157,0,0,0.000132961042414573,0,0,0.000228284442415249,4.59432141872645e-05
"日算起",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"日讯",0,0,0.00106194690265487,0,0,0,0,0,0,0,0,0.000398883127243718,0,0,0,0
"如乘",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"如此",0,0,0.000191351639420426,0.000156406919427893,0.000154293815145627,0.000151845050944579,9.48864983961213e-05,0,0.000172155535465829,8.92616217573816e-05,7.48087989707588e-05,0,0,0.000148834906762859,6.17016757633493e-05,4.96708978556191e-05
"如果说",0,0,0.000353982300884956,0,9.51429522858094e-05,0,0,0,0,0,0,0,0,0.000275330396475771,0,0.000367545713498116
"如今",0,0,0.000176991150442478,0.000241114915368665,0.000285428856857428,0,0.000175530981218185,0.000231642344220524,0.000530785562632696,0,0,0,0,0,0.000228284442415249,0.000367545713498116
"如期",0,0,0.000594007754022173,0,0,0.000235684256336045,0.000589107216118181,0,0,0,0.00348340417612643,0,0.000201812616369529,0,0,0
"如有",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"软件",0,0,0.000297003877011086,8.09216330767535e-05,7.98283576001445e-05,0,0,0,0.000534417804175999,0,0,0,0,0,0.00134077198216967,0
"若见",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"若日",0,0,0.000427440265359087,0,0,0,0.000423913901927127,0,0,0,0,0,0.000290443475559693,0,0,0
"弱于",0,0,0.000530973451327434,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0
"三大",0,0,0.000422175248829167,0.000172538710219761,0.000170207660616868,0,0,0,0.000253215515486708,0,0,0,0.000430298885607599,0,0.000136131158308686,5.47939482652943e-05
"三分之二",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"三个",0,0,9.56758197102129e-05,0,5.14312717152089e-05,7.59225254722897e-05,9.48864983961213e-05,6.26092635351752e-05,0.000114770356977219,0,7.48087989707588e-05,0,6.50112304705596e-05,0.000223252360144288,0.000123403351526699,0.000149012693566857
"三角",0,0,0.000353982300884956,0,0,0,0,0,0,0,0.000276778300581234,0.000265922084829145,0.000481058328322309,0,0,0
"三浪",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0.000398883127243718,0,0,0,0
"山东",0,0,0.000297003877011086,8.09216330767535e-05,0.000478970145600867,0,0,0,0,0.00193964718226362,0,0,0,0,0.00268154396433934,0
"善变",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"伤害",0,0,0.000427440265359087,0.000349380937350462,0.000114886898781164,0,0,0,0,0,0,0,0,0,0,0
"商务部",0,0,0.00176991150442478,0,9.51429522858094e-05,0,0,0,0,0,0,0,0,0.000825991189427313,0,0.000183772856749058
"上海",0,0,0.000176991150442478,0.000385783864589864,0.000523286237571952,0,0,0.000231642344220524,0.000530785562632696,0.000330250990752972,0,0,0,0.000137665198237885,0,0.000367545713498116
"上面",0,0,0.000297003877011086,8.09216330767535e-05,0,0,0,0,0.000178139268058666,0,0,0,0,0,0.000191538854595667,0.000231288050874663
"上尚",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"上升通道",0,0,0.000353982300884956,0,0,0,0,0,0,0,0,0.00053184416965829,0.000240529164161155,0.000275330396475771,0,0
"上下波动",0,0,0.000530973451327434,0,0,0.000842696629213483,0,0,0,0,0,0,0,0,0,0
"上演",0,0,0.000353982300884956,9.64459661474659e-05,0,0.000140449438202247,0.000175530981218185,0,0,0,0.000138389150290617,0,0,0.000137665198237885,0.000114142221207625,4.59432141872645e-05
"上影线",0,0,0.00025044911491661,0,0,0.000794964887235306,0,0,0,0.000467317536089446,0,0.00037628972191965,0.000170178893479115,0.000779205671409055,0,0
"上月",0,0,0.00088149557368958,0.00100071731513441,0.000197439464953543,0,0,0.00019228051854475,0,0,0,0.00044147054836202,9.98286227970761e-05,0.000571362196143783,9.47466041042903e-05,3.81363134502291e-05
"上志杰",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"尚存",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"尚未",0,0,0.000360038179705825,3.26986500030206e-05,0.000193541288743439,0.000190469636267595,0,7.85350828251839e-05,0.000143964311064254,0,0,0,8.15480342889522e-05,9.33469032368719e-05,7.73966333880422e-05,3.11528027709564e-05
"设在",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"身份",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"深调",0,0,0.00141592920353982,0,0,0,0,0,0,0,0,0,0,0,0,0
"生产",0,0,0.000146915928948263,0.00124088947076666,0,0.00209850420983685,0.000291407757963029,0.000480701296361876,0.00114553874535562,0,0,0,0.000299485868391228,0,0.000189493208208581,0.000152545253800917
"生产商",0,0,0.00025044911491661,0,6.73154226382591e-05,0.000794964887235306,0,0,0.000150216295040217,0,0,0.000188144860959825,0.000170178893479115,0,0,0
"升幅",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"升水",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"升向",0,0,0.00150269468949966,6.82373293764211e-05,0,0,0,0,0,0,0.000587477511463677,0.00037628972191965,0,0.000194801417852264,0,6.50113709123791e-05
"剩下",0,0,0.000297003877011086,8.09216330767535e-05,0,0,0,0,0,0,0.000232226945075095,0.000223118189750384,0,0,0,0.000154192033916442
"剩余时间",0,0,0.000530973451327434,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0
"失地",0,0,0.00213720132679544,0,0,0,0,0,0,0,0,0,0.000290443475559693,0,0,0.000110954585099644
"时称",0,0,0.000530973451327434,0,0,0,0,0.000347463516330785,0,0,0,0,0,0,0,0
"食品",0,0,0.000751347344749829,0.000682373293764211,0.00127899303012692,0.000397482443617653,0,0.000327782603492899,0,0,0,0,0,0,0,0.000260045483649516
"实货",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"实际上",0,0,9.56758197102129e-05,5.21356398092977e-05,0.00023144072271844,7.59225254722897e-05,9.48864983961213e-05,6.26092635351752e-05,0.000114770356977219,0,0,0,6.50112304705596e-05,0.000297669813525717,6.17016757633493e-05,0.000173848142494667
"实质性",0,0,0.000297003877011086,8.09216330767535e-05,7.98283576001445e-05,0,0,0,0,0,0,0.000223118189750384,0.000201812616369529,0,0,0
"使投资者",0,0,0.000530973451327434,0,0,0,0,0,0,0,0.000415167450871852,0,0,0,0,0
"适当",0,0,0.000297003877011086,0,0.000319313430400578,0,0,0,0,0,0.000232226945075095,0,0,0.000231012101474757,0,0.000154192033916442
"适宜",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0.000398883127243718,0,0,0,0
"市场波动",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0,0,0,0,0.000413488927685381
"市场反应",0,0,0.00106194690265487,0,0,0,0,0,0,0,0.000415167450871852,0,0,0,0,0
"市场信心",0,0,0.000530973451327434,0.000289337898442398,0,0,0,0,0,0,0,0,0,0,0,0
"市长",0,0,0.000530973451327434,0,0,0,0,0,0.000318471337579618,0,0,0,0,0,0,0
"试图用",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"收购",0,0,0.000176991150442478,0.000289337898442398,0.00109414395128681,0,0,0.000115821172110262,0.00127388535031847,0.000330250990752972,0,0,0,0,0.000798995548453373,0.000872921069558026
"受到限制",0,0,0.00106194690265487,0,0,0,0,0,0,0.000495376486129458,0,0,0,0,0,0
"受到压制",0,0,0.000353982300884956,0.000675121763032261,0.000285428856857428,0,0,0,0,0,0.000553556601162469,0,0,0,0,0
"受日",0,0,0.00128232079607726,0,0,0.000339190660011074,0,0,0,0.000398784263421209,0,0,0,0,0,0
"受益者",0,0,0.000530973451327434,0,0,0,0,0.000347463516330785,0,0,0,0,0,0,0,0
"属于",0,0,7.34579644741316e-05,8.00573852107525e-05,0.000177695518458189,0,7.28519394907572e-05,0.000144210388908563,0.000132177547541033,6.85332726682371e-05,0,5.51838185452525e-05,0.000349400179789766,0.000114272439228757,9.47466041042903e-05,0.000190681567251146
"数月",0,0,0.000530973451327434,0.000144668949221199,0,0,0,0,0,0,0,0,0,0,0,0
"数周",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0,0,0,0.000342426663622874,0
"衰减",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0.000398883127243718,0,0,0,0
"衰弱",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"衰退",0,0,0.00025044911491661,0.000136474658752842,0,0,0,0.000491673905239348,0,0,0,0,0.000170178893479115,0.000779205671409055,0,6.50113709123791e-05
"说道",0,0,0.00025044911491661,6.82373293764211e-05,0,0,0,0,0,0,0.000195825837154559,0,0,0.000779205671409055,0.00032303104651954,6.50113709123791e-05
"四大",0,0,0.000297003877011086,8.09216330767535e-05,0,0,0,0,0.000178139268058666,0,0,0,0,0,0.000383077709191334,0.000154192033916442
"四面楚歌",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"算不上",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"所料",0,0,0.000427440265359087,0,0,0.000339190660011074,0,0,0,0,0,0,0.000290443475559693,0,0,0
"所有",0,0,0.000367289822370658,0.000120086077816129,0.000375134983411733,5.82917836065792e-05,0,0.000144210388908563,0.000132177547541033,0,5.74366868639418e-05,0.000275919092726262,4.9914311398538e-05,0.000399953537300648,0.000236866510260726,0.000343226821052062
"他们",0,0,0.000220373893422395,0.000340243887145698,0.000236927357944252,0.000291458918032896,0.000218555818472272,4.80701296361876e-05,0.000616828555191488,0,0.000861550302959128,0,0.000149742934195614,0.000171408658843135,0.000284239812312871,0.000381363134502291
"它们",0,0,0.000297003877011086,0.000404608165383768,0.000399141788000723,0,0,0,0,0,0,0,0,0,0.000191538854595667,0.000154192033916442
"太大",0,0,0.000353982300884956,9.64459661474659e-05,4.75714761429047e-05,0.000280898876404494,0,0,0,0,0.000138389150290617,0,0.000120264582080577,0.000412995594713656,0,0.000321602499310852
"谈判桌上",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"汤森",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"特许",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"腾飞",0,0,0.000530973451327434,0.000289337898442398,0,0,0,0,0,0,0,0,0,0,0,0
"提到",0,0,0.000176991150442478,0,4.75714761429047e-05,0,0,0.000115821172110262,0,0.000165125495376486,0,0.000265922084829145,0.000841852074564041,0,0.000114142221207625,0.000183772856749058
"提心吊胆",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"天然气",0,0,0.00025044911491661,0.000272949317505684,0.000269261690553036,0,0,0,0,0,0.000391651674309118,0,0,0,0.00016151552325977,6.50113709123791e-05
"天图",0,0,0.000427440265359087,0,0,0.000678381320022147,0.000423913901927127,0,0,0,0,0,0,0,0,0
"跳涨",0,0,0.000353982300884956,0,0,0,0,0,0,0,0.00110711320232494,0,0,0.000550660792951542,0,0.000183772856749058
"通胀率",0,0,0.00025044911491661,0.000272949317505684,0,0.000596223665426479,0,0.000163891301746449,0,0,0.000783303348618236,0.000564434582879475,0,0,0,0
"投票",0,0,0.000427440265359087,0.000349380937350462,0,0,0,0.000279712473856711,0,0,0,0,0,0,0,0
"投行却",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"投资计划",0,0,0.000530973451327434,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0
"投资组合",0,0,0.000353982300884956,0,0,0,0,0.000231642344220524,0,0,0,0,0,0,0.000228284442415249,9.18864283745291e-05
"突出",0,0,0.000297003877011086,0.000323686532307014,0.000558798503201012,0.000235684256336045,0,0,0,0,0,0,0,0,0,0.000154192033916442
"突破性",0,0,0.000530973451327434,0.000144668949221199,0,0,0,0,0,0,0,0,0,0,0,0
"突然",0,0,0.000297003877011086,0,0.000159656715200289,0,0.00029455360805909,0.000194356254935446,0.000178139268058666,0,0,0,0,0,0,0
"图看",0,0,0.000500898229833219,0,0,0,0.000496765841417884,0,0,0.000233658768044723,0,0.00037628972191965,0.000510536680437346,0.000389602835704528,0,0
"图中",0,0,0.000707964601769912,0,0,0,0.00035106196243637,0,0,0.000330250990752972,0,0.00053184416965829,0,0,0,0
"土耳其",0,0,0.00102841150263784,0.000100071731513441,0.000236927357944252,0.000174875350819738,0,0.000144210388908563,4.40591825136777e-05,0.000137066545336474,0,0.000882941096724039,0.000149742934195614,0.000228544878457513,9.47466041042903e-05,9.53407836255729e-05
"推波助澜",0,0,0.000427440265359087,0.000232920624900308,0.000114886898781164,0,0,0,0,0,0,0,0,0,0,0
"推断",0,0,0.000530973451327434,0,0.000142714428428714,0,0,0,0,0,0,0,0,0,0,0
"推算",0,0,0.000427440265359087,0,0,0,0.000423913901927127,0.000279712473856711,0,0,0,0,0,0,0,0
"推特",0,0,0.00128232079607726,0,0,0,0.000847827803854255,0.000279712473856711,0,0,0,0,0,0,0,0
"推特上",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"推文",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0,0.000360793746241732,0,0,0
"推文称",0,0,0.00212389380530973,0,0,0,0,0,0,0,0,0,0,0,0,0
"吞噬",0,0,0.000854880530718175,0,0,0.000678381320022147,0,0,0,0,0,0,0.000290443475559693,0,0,0
"外界",0,0,0.000176991150442478,4.82229830737329e-05,4.75714761429047e-05,0,0,0.000347463516330785,0.000212314225053079,0.000165125495376486,0,0,0,0.000412995594713656,0,0.000183772856749058
"万东晨",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"万人",0,0,0.000240025453137217,0.000294287850027185,0.000129027525828959,9.52348181337974e-05,0,0.000471210496951103,0,0,0,0.000180314294671623,0.000163096068577904,0.00149355045178995,0.00131574276759672,0.000560750449877216
"网月",0,0,0.00106194690265487,0,0,0,0,0,0,0,0,0.000398883127243718,0,0,0,0
"往日",0,0,0.000530973451327434,0.000144668949221199,0,0,0,0,0,0,0,0,0,0,0,0
"危机",0,0,0.000287027459130639,0.000130339099523244,0.000360018902006462,0.000151845050944579,0,0.000187827790605526,0,0,0.000149617597941518,0.000431247212894059,0.000130022460941119,7.44174533814294e-05,0.000185105027290048,0.000198683591422476
"为个",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"为何",0,0,0.00106194690265487,0.000192891932294932,0.000190285904571619,0,0,0,0,0,0,0,0,0,0,0.000183772856749058
"为首",0,0,0.000427440265359087,0,0,0.000339190660011074,0,0,0,0,0,0,0,0,0,0.000110954585099644
"维持利率不变",0,0,0.000707964601769912,0,9.51429522858094e-05,0,0,0,0,0,0,0.000265922084829145,0,0,0.000228284442415249,0
"委员",0,0,0.000353982300884956,9.64459661474659e-05,0,0,0,0,0,0,0.00166066980348741,0.000797766254487435,0,0,0,0
"未见",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"未免",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"文中",0,0,0.000427440265359087,0,0,0,0,0,0.000256373407566756,0,0,0,0.000290443475559693,0,0,0
"稳定",0,0,9.56758197102129e-05,0.000260678199046488,0.000385734537864066,0,0.000189772996792243,0.000313046317675876,0,8.92616217573816e-05,0.000374043994853794,0.000215623606447029,6.50112304705596e-05,0,0.000308508378816746,0.000372531733917143
"稳定的",0,0,0.000297003877011086,0.000323686532307014,0.000478970145600867,0,0,0.000388712509870891,0,0,0.000232226945075095,0,0,0,0,0
"稳健",0,0,0.000120012726568608,3.26986500030206e-05,9.67706443717194e-05,0,0.000238045253681811,0,0,0.000223933918465204,0.000281513384353434,0.000360628589343246,0.000163096068577904,9.33469032368719e-05,0,9.34584083128693e-05
"无惧",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"无视",0,0,0.000530973451327434,0,0,0,0.000526592943654555,0,0,0,0,0,0,0,0,0
"无疑",0,0,0.000146915928948263,0,3.94878929907087e-05,0.000116583567213158,0.000145703878981514,9.61402592723752e-05,0,0.000274133090672948,0,0.00022073527418101,0,0,9.47466041042903e-05,3.81363134502291e-05
"五浪",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"物价",0,0,0.00063326287324375,5.75129034065871e-05,0.000340415321233736,0,0,0,0,0.000196936109303566,0.000165049138934735,0.00015857533279383,0,0,0,5.47939482652943e-05
"物价上涨",0,0,0.00106194690265487,0,0,0,0,0.000347463516330785,0,0,0,0,0,0,0,0
"喜忧参半",0,0,0.000427440265359087,0,0,0,0,0.00111884989542684,0,0.000398784263421209,0,0,0,0,0,0
"细分",0,0,0.000594007754022173,8.09216330767535e-05,0.000159656715200289,0,0,0,0.000178139268058666,0,0,0,0,0,0,7.7096016958221e-05
"细节",0,0,0.000891011631033259,0,7.98283576001445e-05,0.000235684256336045,0,0,0,0,0,0,0.000201812616369529,0,0,0.000154192033916442
"辖区",0,0,0.000427440265359087,0,0.000229773797562328,0,0,0,0,0,0,0,0,0,0.000275657744467395,0
"下跌了",0,0,0.00025044911491661,6.82373293764211e-05,0,0,0,0.000491673905239348,0,0.00070097630413417,0,0,0.000170178893479115,0.000389602835704528,0,0
"下落",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"夏季",0,0,0.000530973451327434,0.000241114915368665,0.000142714428428714,0.000280898876404494,0,0.000463284688441047,0,0,0,0.000132961042414573,0,0.000275330396475771,0.000114142221207625,0
"夏天",0,0,0.000297003877011086,8.09216330767535e-05,7.98283576001445e-05,0.000235684256336045,0,0,0,0,0,0,0,0,0,7.7096016958221e-05
"掀起",0,0,0.00106194690265487,0.000192891932294932,0,0,0,0,0,0,0.000276778300581234,0,0,0,0,0.000183772856749058
"显著",0,0,0.000530973451327434,0.000144668949221199,0.000380571809143238,0,0,0.000115821172110262,0,0,0,0,0.000120264582080577,0.000137665198237885,0.000114142221207625,0.000413488927685381
"现象",0,0,0.000191351639420426,7.82034597139465e-05,2.57156358576044e-05,7.59225254722897e-05,0.000189772996792243,0,5.73851784886096e-05,8.92616217573816e-05,0,0,6.50112304705596e-05,7.44174533814294e-05,0.000123403351526699,0.000149012693566857
"现有",0,0,0.00025044911491661,6.82373293764211e-05,0.000269261690553036,0,0,0.000327782603492899,0,0,0,0.00037628972191965,0,0,0,0.000130022741824758
"线预",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"相比",0,0,0.000120012726568608,0.000163493250015103,6.45137629144796e-05,9.52348181337974e-05,0,0.000235605248475552,0.000143964311064254,0.000447867836930408,0,9.01571473358114e-05,0,0,0.000386983166940211,9.34584083128693e-05
"相应",0,0,0.000176991150442478,0,0.000523286237571952,0,0.000175530981218185,0.000115821172110262,0.000212314225053079,0,0.000138389150290617,0,0.000120264582080577,0,0,0.000137829642561794
"箱体",0,0,0.000353982300884956,0,0,0,0,0,0,0.000330250990752972,0.000276778300581234,0.000797766254487435,0,0,0,0
"想法",0,0,0.000176991150442478,0,9.51429522858094e-05,0,0.000175530981218185,0,0.000106157112526539,0.000165125495376486,0,0,0,0.000137665198237885,0.000114142221207625,4.59432141872645e-05
"项目",0,0,0.000146915928948263,0.000680487774291396,0.000355391036916378,0,0.000145703878981514,9.61402592723752e-05,0.00149801220546504,0,0,0,9.98286227970761e-05,0,0.00445309039290165,3.81363134502291e-05
"销售价格",0,0,0.000530973451327434,0,0.000285428856857428,0,0,0,0,0,0,0,0,0,0,0
"消费品",0,0,0.000353982300884956,0.000385783864589864,0.000761143618286475,0,0,0.000231642344220524,0,0,0,0,0,0,0,0
"消费物价指数",0,0,0.000353982300884956,0.000192891932294932,9.51429522858094e-05,0.000280898876404494,0,0,0,0,0,0,0,0,0,0
"消费者物价指数",0,0,0.00106194690265487,0,0,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"写道",0,0,0.000353982300884956,4.82229830737329e-05,0,0,0,0.000347463516330785,0.000106157112526539,0,0.000138389150290617,0,0,0.000137665198237885,0.000228284442415249,0.000229716070936323
"卸任",0,0,0.000353982300884956,9.64459661474659e-05,0,0,0,0.000463284688441047,0.000424628450106157,0,0,0,0,0,0,0
"信息",0,0,9.56758197102129e-05,0.000182474739332542,0.000642890896440111,0,0,0.00012521852707035,0.000172155535465829,0,0.000224426396912276,0.000215623606447029,0.000260044921882238,7.44174533814294e-05,0.000123403351526699,0.000273189938205905
"行长",0,0,0.0014401527188233,9.80959500090617e-05,0.000161284407286199,0.000571408908802785,0,0.000157070165650368,0,0.000223933918465204,0.00121989133219821,0.00063110003135068,8.15480342889522e-05,0,0,0.000124611211083826
"行业",0,0,0.000120012726568608,0.00255049470023561,0.00290311933115158,0.000476174090668987,0,0.000314140331300736,0.000359910777660636,0,0,0,8.15480342889522e-05,0.000933469032368719,0.00278627880196952,0.00105919529421252
"寻找",0,0,0.000293831857896527,0,0.000157951571962835,0.000116583567213158,0,0.000384561037089501,0.000352473460109421,0,0,0,9.98286227970761e-05,0.000228544878457513,0.000189493208208581,0.000266954194151604
"压抑",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"鸭子",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0,0,0.000412995594713656,0,0
"亚市",0,0,0.000427440265359087,0,0,0,0.000423913901927127,0,0,0,0,0.000963317710123193,0,0,0,0
"眼下",0,0,0.00106194690265487,9.64459661474659e-05,0,0,0,0,0.000212314225053079,0,0,0,0,0,0,9.18864283745291e-05
"演讲",0,0,0.000353982300884956,0.000578675796884795,0.000380571809143238,0,0,0,0,0,0,0,0.000240529164161155,0,0,0
"演说",0,0,0.000530973451327434,0.000144668949221199,0,0,0,0,0,0,0,0,0,0,0,0
"一步",0,0,0.000120012726568608,3.26986500030206e-05,9.67706443717194e-05,0,0,0.000235605248475552,0.000215946466596381,0,9.3837794784478e-05,0,0.000163096068577904,0.000373387612947488,7.73966333880422e-05,0.000155764013854782
"一场",0,0,0.000191351639420426,0.000104271279618595,2.57156358576044e-05,0,0,6.26092635351752e-05,0.000114770356977219,0.000178523243514763,0.000149617597941518,0,0.000130022460941119,7.44174533814294e-05,0.000123403351526699,0.000173848142494667
"一段时间",0,0,0.000146915928948263,8.00573852107525e-05,7.89757859814174e-05,0.000116583567213158,0,0.00019228051854475,0,0.000274133090672948,0,0.000331102911271515,0,0.000228544878457513,0,7.62726269004583e-05
"一贯",0,0,0.000707964601769912,0,0,0,0,0,0,0,0,0,0,0,0,0
"一级",0,0,0.000353982300884956,0,0,0,0,0,0,0,0.000276778300581234,0,0,0,0.000228284442415249,0.000275659285123587
"一面",0,0,0.000530973451327434,0,0,0,0,0,0,0,0,0,0,0,0,0.000137829642561794
"一如",0,0,0.000353982300884956,0.000192891932294932,0,0,0,0,0,0,0.000553556601162469,0.000265922084829145,0,0,0,0
"一位",0,0,0.000146915928948263,0.000400286926053763,0.000276415250934961,0,0,0,8.81183650273554e-05,0.000274133090672948,0,0.00022073527418101,0,0.00034281731768627,0.000284239812312871,0.000114408940350687
"一项",0,0,0.000422175248829167,5.75129034065871e-05,5.67358868722894e-05,0.000167506331171685,0,0,0.000253215515486708,0,0,0,0,0.000164185721082378,0,0.000109587896530589
"一直处于",0,0,0.000146915928948263,0,0,0.000233167134426317,0.000145703878981514,0.000384561037089501,0,0.000137066545336474,0,0.000110367637090505,0,0.000114272439228757,9.47466041042903e-05,3.81363134502291e-05
"一致",0,0,9.56758197102129e-05,0.000104271279618595,0.000205725086860835,0.000151845050944579,0.000474432491980606,0.000313046317675876,0,0.000178523243514763,0.000523661592795311,7.18745354823431e-05,0,0,0.000493613406106794,0.000322860836061524
